distance,cargo_type,driver_exp,hour_of_day,is_weather_bad,risk_score
1242.98,0,149,16,0,44
717.43,0,76,15,0,39
1590.45,1,219,10,0,53
195.05,0,141,18,0,20
1180.52,0,85,0,1,74
967.14,1,29,20,0,57
1288.23,1,171,7,0,45
139.06,1,211,0,0,46
1164.17,0,235,8,0,26
1127.35,0,218,18,0,31
1125.71,0,165,20,0,32
1210.94,0,186,8,0,30
1356.17,2,169,20,0,59
1611.93,0,51,9,0,58
546.94,0,62,23,0,52
1651.85,1,188,22,1,85
1001.53,0,119,10,0,32
163.35,0,104,0,0,37
126.52,1,161,19,0,19
675.13,2,38,7,0,71
1571.94,1,40,19,1,85
1418.29,0,120,11,0,36
1579.34,0,107,0,0,62
1039.37,1,164,9,0,45
886.0,0,64,3,0,50
303.43,0,117,14,1,36
663.1,2,78,18,0,58
873.7,0,159,5,0,40
186.31,1,7,4,1,88
449.02,0,96,4,0,41
1200.47,0,17,17,0,52
1473.97,0,172,2,0,48
1996.71,1,220,21,0,56
1866.9,0,95,1,0,68
1288.7,0,32,3,0,65
848.28,1,4,17,0,63
1275.99,1,209,8,1,63
1573.45,2,239,18,0,62
245.49,0,126,9,0,18
825.71,0,73,21,0,37
1681.21,2,125,14,1,86
773.83,1,163,0,0,64
1148.03,0,224,10,1,50
1179.66,0,150,13,0,29
377.11,1,167,9,1,51
730.85,0,4,18,0,42
675.68,1,33,23,0,69
62.13,0,23,20,0,35
58.14,0,144,15,0,14
1665.08,1,94,7,0,65
553.41,0,70,1,0,45
1040.98,0,208,22,0,40
604.46,0,91,6,1,60
1881.95,0,229,18,0,41
526.0,1,124,6,0,57
865.02,1,21,14,0,60
1746.73,1,14,7,0,77
1685.45,0,100,13,1,56
380.34,0,14,0,0,57
1607.26,0,152,12,0,39
921.79,2,52,2,0,73
971.11,1,148,20,1,59
275.63,1,101,5,1,66
170.4,0,193,18,0,16
1458.6,0,218,14,0,35
997.96,0,112,3,0,45
879.33,0,31,20,0,52
1461.72,0,20,2,0,78
1533.37,2,195,3,0,76
326.23,0,171,4,0,32
1224.35,0,82,17,0,40
279.35,0,193,9,0,8
1505.24,2,217,7,0,66
1317.34,0,225,11,0,29
1913.66,1,13,21,0,86
147.23,2,14,2,0,78
123.54,0,147,17,0,13
571.55,1,33,22,1,84
530.79,0,163,7,0,22
501.49,0,82,0,0,41
1813.45,1,8,13,1,100
506.6,1,198,21,0,34
551.18,0,157,22,1,55
1521.2,0,76,12,0,48
904.98,0,218,11,0,26
1555.65,0,190,2,0,53
140.08,0,235,17,0,14
980.27,0,162,20,0,34
76.89,0,140,12,0,11
134.68,1,206,14,1,41
1813.81,0,173,9,0,41
287.1,0,183,0,0,20
1069.52,0,8,5,0,65
828.08,2,236,8,0,47
701.21,0,214,9,0,32
1800.67,0,35,14,0,61
53.43,0,116,8,0,18
1330.94,1,231,22,0,57
1927.15,0,2,13,0,68
1124.73,1,225,10,0,48
1874.28,2,18,6,0,100
113.99,1,155,23,0,39
843.4,1,22,1,0,68
527.71,0,103,13,0,23
1464.33,0,236,5,0,47
1962.78,2,134,4,0,83
520.49,0,104,4,0,45
1311.81,0,203,18,0,34
404.21,1,141,18,0,29
1135.01,0,45,5,0,68
933.23,0,142,9,1,50
1944.29,0,194,22,0,52
1220.97,0,14,13,0,58
705.52,1,50,16,0,53
237.05,0,215,2,1,40
310.98,0,109,0,0,31
458.38,0,7,9,0,40
509.42,1,68,2,0,60
1702.73,1,189,4,0,70
1126.83,0,178,18,0,38
1051.55,1,62,9,0,56
238.39,0,67,15,0,22
1721.68,2,205,0,1,93
1448.4,0,143,5,0,55
144.66,1,211,8,0,26
1418.59,0,151,4,0,52
1091.64,0,5,13,0,53
172.63,0,118,9,1,33
922.02,2,56,1,0,88
974.55,0,30,4,0,58
339.89,2,5,0,1,90
1891.94,0,226,9,0,39
1701.45,0,206,21,0,41
1341.35,0,156,8,0,33
929.97,1,66,2,1,88
829.41,0,202,14,1,39
1305.44,2,130,3,0,75
1095.41,2,155,12,0,55
133.92,2,73,5,1,86
1029.88,0,113,19,0,29
1614.74,1,96,16,1,73
923.89,1,175,22,0,56
113.39,0,79,4,0,46
1574.69,1,122,14,0,52
410.71,0,137,7,0,19
524.66,0,32,4,0,50
337.77,0,227,23,1,47
667.13,0,194,12,0,13
1515.94,0,196,0,1,62
1043.58,0,139,0,0,50
417.71,1,184,6,0,47
1756.88,0,43,21,1,70
1760.37,0,12,4,0,78
1742.45,0,151,13,0,40
485.2,0,171,14,0,20
907.97,1,56,20,0,48
1970.13,0,95,16,0,49
1546.3,1,143,23,1,79
64.06,0,223,17,1,28
139.76,1,108,6,0,49
933.22,0,228,21,0,32
1819.35,0,119,17,0,50
1082.02,1,99,18,0,51
1000.65,0,148,19,0,27
219.89,1,110,6,1,70
1316.99,1,203,7,0,53
1645.99,0,50,12,0,55
767.04,0,20,17,1,56
1553.47,0,59,23,0,58
1929.31,2,178,10,1,75
415.5,1,20,8,0,55
1051.43,0,106,22,0,52
581.4,0,125,0,1,51
1587.78,0,133,21,0,45
1159.41,1,72,7,1,72
1272.82,0,192,20,1,44
1597.85,0,75,11,0,55
797.98,2,185,1,0,68
1831.03,0,77,14,0,54
1070.73,0,133,20,1,48
324.33,2,64,23,0,72
1394.84,1,85,17,0,68
1588.59,0,33,16,0,56
640.36,0,55,14,0,32
1715.79,0,74,19,1,70
1813.23,0,2,19,1,81
561.04,2,169,8,1,60
1967.21,0,189,2,0,59
290.02,1,5,19,0,47
412.01,2,5,18,0,67
376.61,0,190,17,0,15
1789.04,0,147,19,0,40
1312.04,0,148,7,1,46
312.69,2,1,0,1,95
886.24,1,217,23,1,71
1234.44,0,222,23,1,61
176.09,1,89,14,1,57
1766.01,0,55,18,0,59
1609.17,2,95,9,1,87
1015.36,0,9,11,0,47
1934.58,0,86,5,0,71
841.34,2,69,12,0,61
1968.38,0,150,3,0,58
1339.16,0,219,12,0,28
1273.0,0,112,16,0,40
340.25,0,29,0,0,61
1765.04,0,127,4,1,72
860.7,2,77,23,1,94
332.84,0,164,16,0,20
35.09,0,54,17,0,24
1123.91,1,223,6,0,49
1059.53,0,48,15,0,48
1441.51,0,33,7,0,55
1781.61,1,104,11,1,80
168.02,2,171,13,0,38
1465.68,1,21,18,0,76
382.95,1,30,10,0,51
1717.77,0,134,11,0,51
1639.94,2,104,12,0,74
1086.18,0,148,7,0,33
1423.38,1,15,0,1,100
635.56,0,19,8,0,44
947.62,2,42,1,0,77
1645.06,1,171,13,0,51
923.94,1,46,12,0,62
722.02,0,113,15,0,28
993.48,0,18,1,0,59
1658.22,1,47,3,0,83
677.06,1,223,11,0,34
355.79,0,206,15,0,16
1426.91,2,196,9,0,56
1653.7,2,138,2,0,86
210.27,0,206,3,0,29
487.35,1,156,5,0,42
292.52,0,44,22,0,53
702.4,0,195,4,0,37
906.2,0,163,17,0,27
1500.16,0,175,2,0,52
1305.78,1,86,9,0,60
1245.65,0,14,10,0,53
711.23,1,109,18,1,60
1684.48,1,171,13,0,53
947.86,1,194,20,1,58
1958.42,0,95,10,1,67
1271.94,2,201,20,1,71
261.27,0,167,3,0,23
1355.59,0,101,23,0,56
656.96,0,85,21,0,33
1375.79,0,141,5,0,57
148.59,2,190,16,0,39
358.01,0,80,21,1,40
1712.92,1,212,18,0,50
462.09,0,50,12,0,35
1675.71,0,111,21,0,42
565.76,2,206,9,0,42
1289.34,1,185,10,0,44
1391.36,0,14,5,0,70
1030.18,0,64,1,0,60
617.57,0,87,0,0,38
433.16,0,182,10,1,37
76.05,1,75,15,1,53
614.85,1,9,2,0,71
1309.79,0,237,4,1,66
1877.23,2,233,14,0,67
1743.7,0,41,14,0,54
1534.47,0,94,3,0,55
1579.01,0,10,22,0,78
1333.32,1,117,3,0,71
527.97,0,143,7,0,18
1815.32,0,124,6,0,66
1344.76,0,200,16,0,33
1125.28,0,238,14,0,35
230.87,1,77,4,0,52
899.64,0,146,12,0,22
926.11,0,158,3,1,54
1730.48,1,200,21,0,53
1097.83,2,227,16,0,58
767.0,2,180,21,0,49
1953.83,0,230,16,0,41
230.33,0,89,13,0,24
850.87,0,7,13,0,47
93.63,0,151,16,0,8
1482.41,2,135,7,0,63
1836.97,0,210,1,0,56
567.27,0,110,12,0,23
1718.1,0,175,21,1,51
591.51,0,157,15,0,23
1822.43,1,57,15,0,74
1510.38,0,85,5,0,66
1611.76,0,54,21,1,68
45.83,0,200,23,0,21
1925.99,0,121,3,0,61
1456.08,0,189,2,0,54
616.45,1,107,5,0,51
1660.5,0,47,3,1,92
570.23,1,131,17,0,33
1746.78,2,164,5,0,83
234.03,2,135,4,1,67
1410.34,2,128,8,1,75
1085.99,0,219,10,0,20
202.1,0,197,5,0,35
491.37,0,46,15,0,38
34.68,2,227,18,0,38
942.85,2,202,10,1,64
609.52,2,4,20,0,66
1200.73,0,177,14,0,34
601.5,2,23,23,0,76
606.84,0,174,8,0,19
1488.95,0,17,23,0,68
105.8,0,83,18,0,23
1806.76,0,155,18,0,33
1706.01,0,204,23,0,48
1338.93,0,4,8,1,69
1190.51,0,29,22,0,68
1785.68,1,0,3,0,94
378.81,2,85,9,0,56
167.15,1,81,8,0,45
486.63,0,173,18,0,17
1591.21,1,68,14,0,60
78.99,2,30,18,0,60
1169.79,0,197,1,0,39
1990.92,0,90,9,0,51
1712.84,0,183,18,0,33
1047.68,0,216,16,1,47
136.65,1,92,19,0,39
1664.43,2,126,23,1,100
1201.97,0,155,20,1,44
238.72,1,15,1,0,63
196.78,2,53,18,0,52
1820.16,2,180,16,0,61
1341.71,0,139,17,0,41
1660.28,2,19,16,0,99
1759.17,0,81,1,0,64
1147.83,0,161,18,0,32
1039.72,0,180,0,0,42
866.55,0,191,10,0,26
640.72,1,150,9,0,40
874.85,0,108,4,0,42
1550.02,0,154,15,0,35
1207.83,0,112,23,0,57
1786.12,1,16,4,0,95
892.33,0,175,23,0,41
1218.11,1,148,22,0,63
1266.3,0,177,11,0,34
1187.48,0,167,3,0,50
1408.24,0,125,22,1,71
482.49,0,222,5,1,48
1029.6,0,2,18,0,54
217.41,0,16,8,0,35
775.18,2,188,11,0,45
980.46,1,49,14,0,58
1307.93,0,121,15,0,37
1901.56,0,89,12,0,46
1205.3,2,86,20,0,69
1489.75,0,5,23,0,79
1017.47,0,155,6,0,44
1271.87,1,199,22,0,65
151.16,1,54,19,0,42
516.24,0,185,3,0,31
730.09,0,172,10,0,26
950.26,0,199,7,0,22
100.84,1,146,5,0,38
288.65,0,101,9,0,25
560.86,0,28,6,0,56
1943.35,0,150,6,0,62
669.38,0,110,3,0,36
969.26,2,159,2,0,66
400.23,1,9,23,0,65
1225.45,1,90,6,0,74
568.56,0,176,3,0,40
421.92,0,192,12,0,19
1037.98,0,230,19,0,25
20.96,0,28,16,0,27
25.25,2,186,6,0,48
445.95,0,44,16,0,32
83.08,0,194,3,0,25
224.97,0,50,10,0,27
684.33,1,238,2,1,61
1607.15,0,100,10,0,47
1148.38,0,222,2,0,46
1030.21,0,127,11,0,38
594.04,2,10,0,0,81
1864.19,0,213,3,0,50
800.06,2,81,13,0,63
183.31,1,127,0,0,50
1237.96,0,226,13,0,36
236.54,1,5,12,1,74
696.99,0,66,12,0,42
1019.75,2,61,23,0,78
1749.7,0,132,14,0,49
992.16,0,136,16,0,28
1407.49,0,27,11,0,58
1985.71,0,210,21,0,45
271.66,2,219,22,0,50
556.72,0,218,13,0,24
795.21,1,204,11,0,37
849.44,0,37,17,0,51
827.93,2,42,3,0,79
1816.15,0,116,13,0,43
1430.92,0,148,18,0,32
1219.73,0,218,12,0,37
625.65,1,189,22,0,44
1649.34,0,45,17,0,60
1910.57,0,197,10,1,65
1644.18,0,165,5,0,53
13.11,1,48,8,0,40
1276.44,0,202,11,0,32
111.76,0,238,18,1,22
522.64,0,232,13,0,29
128.45,2,208,14,0,39
1211.55,2,38,10,1,84
1376.31,0,70,5,1,74
237.83,0,126,13,0,18
773.84,0,157,2,1,48
917.91,0,148,18,0,20
744.42,0,0,19,0,49
250.84,1,216,10,0,33
843.71,0,159,23,1,58
1504.84,2,135,16,0,63
151.31,0,68,16,0,25
169.56,1,29,22,1,78
715.99,0,114,2,0,47
1884.03,0,7,13,0,61
1340.46,0,112,6,0,51
1360.55,0,18,18,0,54
730.22,0,235,2,0,36
1191.38,1,58,1,1,90
30.16,2,182,16,0,35
1275.83,0,157,8,0,35
1827.44,0,78,21,0,46
1229.02,0,35,5,0,59
1748.66,0,54,23,0,68
1450.71,0,43,20,0,56
249.91,1,154,8,0,26
1805.88,2,76,4,1,100
142.22,2,77,1,0,65
1072.6,0,100,21,0,38
292.85,2,181,14,1,61
33.3,1,175,8,0,28
849.85,0,29,18,0,49
597.13,0,38,9,1,53
977.14,1,238,3,0,62
1158.63,0,12,9,0,53
97.04,0,121,7,0,8
254.78,0,143,21,0,25
1121.7,0,171,12,0,29
692.9,0,198,6,0,39
1461.06,2,111,6,0,77
1308.06,1,154,3,0,71
1692.75,1,44,14,0,69
1388.06,0,118,11,0,38
865.56,1,34,15,0,53
1349.2,0,206,5,0,50
558.01,0,155,8,0,18
619.56,0,226,2,0,29
1580.08,0,6,7,0,61
898.37,0,189,6,0,41
1598.78,0,109,3,0,58
1646.62,0,113,12,1,52
1716.55,0,50,18,0,57
1834.1,2,45,6,0,94
867.66,0,19,9,0,50
644.54,1,95,11,0,43
1168.58,0,37,2,0,67
748.63,0,188,23,0,38
1206.14,2,103,11,1,79
1414.12,0,31,18,0,59
1379.93,0,153,14,0,30
755.36,1,57,7,1,64
342.05,0,166,11,0,18
866.75,1,147,19,0,35
293.76,0,81,5,1,53
1781.29,0,49,9,0,51
698.3,0,206,1,0,41
317.37,0,51,23,1,58
60.64,2,85,12,0,44
1295.19,1,114,6,1,78
1277.44,0,149,7,0,30
687.8,0,52,22,0,52
152.71,1,212,15,0,30
825.16,0,65,10,0,33
629.32,0,231,3,0,33
1357.47,0,116,16,0,45
1215.5,0,42,15,0,53
735.54,1,81,18,0,46
443.61,2,150,22,0,57
1976.19,0,204,10,0,52
913.46,0,63,6,0,50
1379.67,0,232,12,0,26
289.7,0,136,18,1,30
976.32,0,112,16,0,33
64.8,1,134,21,0,25
1015.86,0,168,12,1,46
1928.39,0,53,11,0,60
774.57,0,64,6,0,50
87.6,0,1,0,0,49
71.6,0,131,0,1,41
782.09,1,77,19,0,54
328.45,0,31,22,1,63
56.47,1,99,13,1,44
1514.87,0,129,14,0,43
922.46,0,103,10,0,32
585.6,0,191,23,0,29
1801.17,0,141,8,0,49
241.12,0,147,16,0,17
1912.28,0,88,3,1,83
634.79,1,233,19,0,35
1777.92,1,48,18,0,71
1209.86,0,135,6,0,47
1655.15,0,219,0,0,52
1968.19,0,190,8,0,42
583.93,0,173,12,0,19
1922.66,0,148,23,0,56
785.07,2,86,1,0,75
777.17,0,159,1,1,53
687.37,0,7,23,0,58
1087.4,0,222,14,0,28
316.75,0,100,16,0,26
1111.89,1,15,12,0,57
1087.99,0,39,6,0,64
1526.18,0,105,8,0,39
1668.96,1,26,11,1,88
886.48,0,103,2,0,37
611.64,1,104,22,0,60
526.08,0,145,21,0,17
397.3,0,34,14,1,49
124.72,1,112,6,0,48
691.47,0,51,22,0,45
547.79,0,142,0,0,36
1933.17,0,190,13,1,61
1119.84,0,52,18,1,61
701.08,1,90,15,0,45
1165.13,2,80,9,0,67
287.0,2,103,0,0,62
893.65,1,65,4,1,87
1256.21,0,112,2,1,73
982.91,0,30,16,1,60
809.54,0,60,17,1,55
1987.76,0,191,20,1,57
1761.83,0,100,18,0,50
1250.58,2,104,21,1,81
1143.06,0,232,21,0,29
1245.11,0,97,17,1,57
410.61,0,33,15,0,36
796.32,1,182,1,0,53
88.52,1,58,14,0,38
956.34,1,2,12,0,67
1090.62,0,16,12,0,49
463.22,1,77,15,0,48
1928.42,0,205,7,0,40
1819.81,2,45,10,0,85
1447.07,0,165,7,0,34
1071.44,0,34,21,0,49
1741.24,0,128,9,1,58
270.0,1,111,22,0,47
1583.11,0,156,0,0,57
258.39,2,131,11,0,39
1590.48,0,60,8,0,55
558.78,0,96,4,0,36
1755.41,0,144,8,0,40
1888.64,0,155,15,0,49
306.1,0,177,17,0,14
930.72,0,89,7,0,36
1962.16,1,135,22,0,83
971.98,0,161,10,0,26
1728.46,2,58,19,1,96
1181.58,0,17,18,0,55
756.91,1,94,3,0,57
578.71,0,186,19,0,18
414.41,0,154,9,0,17
1525.98,0,15,23,0,67
779.22,0,9,12,0,52
1027.44,2,103,19,0,63
989.73,0,75,13,0,42
1158.79,0,149,20,0,35
1732.5,2,15,1,0,100
1961.67,0,11,3,0,81
821.09,1,74,6,1,75
1656.76,0,211,18,0,36
1531.41,1,178,16,0,49
1151.32,0,128,15,0,36
1912.53,0,26,12,0,64
408.94,0,194,23,0,25
227.44,2,11,23,0,80
1709.38,0,29,21,1,80
883.91,0,8,22,0,70
1695.47,1,52,17,0,66
1787.25,2,188,20,0,67
134.29,1,53,11,1,54
1768.09,2,164,22,0,88
902.15,0,192,0,0,40
1025.76,0,169,14,0,26
1256.92,1,48,2,0,76
1853.5,1,3,5,0,98
48.04,0,191,13,1,27
958.92,0,78,22,0,47
1378.57,1,178,5,0,69
1448.19,0,90,0,1,77
1388.14,0,199,19,0,39
277.53,0,187,5,0,36
605.8,0,214,7,0,20
723.84,1,78,14,0,53
1610.83,0,218,13,0,35
564.73,1,158,15,0,33
429.3,0,102,19,1,46
1915.32,0,110,22,1,77
27.64,1,199,15,0,26
1995.66,0,221,18,0,41
1356.87,0,57,23,0,61
1658.65,0,233,0,0,52
596.29,0,81,3,0,52
38.49,0,131,23,0,30
1478.36,1,238,9,0,54
1669.95,1,234,19,1,61
1483.55,1,21,17,0,72
294.27,0,130,1,0,31
1509.32,0,78,3,0,65
1540.16,0,98,14,0,55
1320.5,0,174,3,1,53
1534.57,0,37,15,1,72
1693.38,0,160,14,0,48
1231.07,2,205,17,0,54
186.32,0,175,6,0,28
980.38,0,192,14,0,29
164.52,1,116,21,0,24
821.01,0,25,10,0,46
820.14,1,135,18,0,38
141.36,1,49,7,0,52
704.15,2,207,23,0,61
230.89,0,37,0,0,45
1618.39,1,137,2,0,73
1895.9,0,41,4,0,78
153.91,1,36,17,0,50
1910.68,0,153,11,0,51
1049.93,0,219,11,0,26
606.14,0,139,20,1,44
162.96,0,211,18,1,35
1006.24,1,48,8,1,71
1591.09,1,141,10,0,51
1417.1,1,45,16,0,67
109.95,0,162,15,0,11
155.07,1,28,3,0,69
811.72,0,11,9,0,43
597.63,2,115,21,0,52
472.44,2,81,14,0,51
569.2,0,43,18,0,38
1608.93,1,193,2,1,91
1859.16,0,1,20,0,74
816.15,0,186,22,1,55
1813.16,0,16,4,0,81
649.78,0,137,10,0,25
958.11,1,17,23,0,77
459.8,0,21,4,0,62
1284.55,0,82,6,0,64
1958.17,0,57,5,0,75
1210.95,1,52,12,0,61
722.05,2,0,1,0,87
1299.16,1,215,18,0,49
254.61,1,60,10,0,44
1778.43,0,227,19,0,45
1011.14,0,216,4,1,59
904.21,0,227,8,0,22
1175.87,0,158,5,0,40
1253.32,1,30,16,0,70
152.83,0,65,18,1,37
1368.41,1,146,22,0,63
491.44,0,52,7,0,33
1430.77,0,203,6,0,45
1646.84,0,201,4,0,55
1609.88,1,94,14,0,62
1109.48,1,236,9,0,41
1045.14,2,149,23,1,91
294.32,0,22,15,0,26
1552.94,2,214,8,1,73
550.1,0,142,6,1,48
998.42,0,153,10,0,22
575.71,2,130,8,0,57
276.32,0,86,16,0,34
1262.82,1,147,8,1,59
118.12,0,124,2,0,36
1499.8,0,108,21,0,45
642.0,2,39,7,0,71
10.27,0,120,18,1,29
1027.15,1,38,19,0,63
103.24,0,119,15,0,22
559.58,1,199,6,0,54
1416.88,0,17,6,0,72
134.75,0,168,19,0,8
1680.28,0,197,12,1,51
17.6,0,154,2,0,17
501.18,2,227,11,0,46
1484.4,0,142,23,0,53
639.38,0,36,7,0,41
212.77,0,185,12,0,13
726.87,0,4,19,0,42
548.08,1,230,15,0,35
1687.0,2,72,6,0,94
633.56,0,134,3,0,35
1579.98,2,40,11,0,80
1784.83,0,211,16,0,38
873.3,0,9,0,0,62
1820.79,1,189,16,0,52
760.86,0,153,1,0,37
1928.52,1,67,5,0,94
187.69,2,229,11,0,36
1377.17,0,23,10,0,52
992.69,2,77,20,1,77
781.42,1,168,10,0,37
1269.1,0,192,17,0,39
1410.68,1,144,7,0,56
18.68,0,108,6,0,31
342.24,2,23,13,0,59
1428.96,1,154,15,0,42
1336.11,0,6,11,0,53
1932.43,0,72,8,0,48
1524.47,1,106,19,0,61
1902.04,0,98,22,0,72
1408.06,0,121,20,0,37
603.12,0,11,15,1,60
219.68,0,84,20,0,20
1565.83,0,2,18,0,54
1291.86,0,78,15,0,44
105.89,0,84,8,0,24
726.5,1,9,12,0,68
1914.03,0,32,4,0,86
1005.8,0,45,21,0,43
871.13,0,58,18,0,44
920.82,0,51,9,0,43
425.68,0,5,6,0,56
743.73,0,129,8,1,41
745.93,0,28,13,0,42
114.19,1,118,14,1,46
1537.46,1,167,12,0,58
838.84,1,96,9,1,64
1646.14,1,188,13,0,60
1702.19,1,195,20,0,51
431.87,0,67,22,0,35
1318.13,1,156,11,0,46
949.84,0,228,18,0,23
1761.51,1,189,5,0,64
439.32,1,59,11,1,68
1358.85,0,123,23,0,47
1219.43,0,83,12,0,44
597.65,0,40,7,0,46
281.84,1,214,15,0,25
1306.76,1,236,1,0,61
1479.81,2,209,21,0,66
638.1,0,112,6,1,55
1293.22,1,216,11,0,48
796.31,0,64,6,0,55
1429.28,2,191,18,0,60
406.44,0,78,13,1,42
1781.53,0,62,8,0,52
581.95,0,225,17,1,30
741.89,1,175,10,0,40
125.6,2,147,15,0,35
231.91,0,117,18,0,24
1036.57,0,36,10,0,53
542.51,2,63,17,0,54
1672.61,0,218,10,0,42
39.24,1,85,3,0,59
764.4,0,132,17,1,37
681.32,0,33,18,1,61
48.46,1,38,12,1,61
257.49,1,66,3,1,77
833.15,0,208,9,0,21
990.8,0,61,21,0,49
814.54,1,87,4,1,77
1066.57,0,151,2,0,46
1194.31,2,130,15,0,58
29.75,0,108,7,0,19
933.55,0,198,23,0,37
1927.36,2,88,6,0,89
1042.87,1,66,18,0,58
1358.31,0,78,13,0,44
630.61,1,220,14,1,49
1550.24,0,177,16,0,39
1548.11,0,28,20,0,51
1047.38,2,73,0,0,85
1952.27,1,31,5,1,100
259.84,1,86,22,0,58
43.73,0,38,14,0,31
1542.61,0,136,11,1,56
1616.24,0,100,20,0,41
249.21,0,231,19,1,34
538.51,1,141,1,0,52
44.93,0,67,4,0,37
593.68,1,191,8,0,34
1548.55,0,147,19,0,39
1040.74,0,27,13,0,49
702.71,0,13,17,1,62
749.76,0,171,21,1,44
12.69,0,225,7,1,21
606.6,2,76,1,0,75
1296.45,0,222,8,1,47
1948.65,2,224,6,0,88
1695.65,0,115,17,1,67
56.95,2,166,15,0,36
1798.14,0,27,20,0,64
1568.56,2,191,4,1,97
1562.95,0,88,22,1,81
921.41,1,31,14,0,65
802.03,2,136,4,0,65
612.8,0,155,10,0,18
140.73,0,94,21,0,17
464.19,0,16,13,0,39
500.74,2,116,18,0,49
973.31,0,214,2,0,41
1497.41,0,76,23,0,65
952.88,0,54,9,0,44
125.11,0,9,5,0,50
1916.0,1,79,2,0,86
1886.02,0,133,1,0,64
1572.53,1,175,12,0,49
1982.74,2,202,17,0,73
1093.52,0,115,1,0,47
1925.91,1,194,14,0,64
160.45,0,219,4,0,28
737.7,1,168,14,0,38
458.51,0,78,20,1,37
399.71,1,59,16,0,49
290.2,0,204,1,0,30
1248.6,0,41,17,0,50
1564.83,0,115,14,0,42
1160.81,0,108,19,1,54
302.46,1,208,22,0,48
1624.14,0,70,2,0,68
1275.55,1,155,4,0,67
782.45,0,101,10,0,28
1351.52,1,12,8,0,69
527.21,0,208,4,1,50
696.93,0,14,0,1,77
1835.8,0,35,13,0,63
588.1,1,219,4,1,60
945.28,0,14,7,0,44
1781.38,2,237,20,1,80
1418.37,2,116,13,1,73
133.78,0,74,15,0,26
303.13,1,55,5,0,60
25.6,0,94,7,0,16
1265.53,0,131,1,0,48
900.87,1,226,18,0,41
277.21,1,225,8,1,38
1916.29,1,51,4,1,100
1064.02,0,218,4,0,42
491.37,0,137,18,1,34
1006.2,0,221,3,1,56
1362.44,1,172,15,0,54
161.72,0,83,15,0,27
556.66,1,28,15,0,52
1615.86,0,52,6,0,65
924.73,0,156,17,0,24
1097.69,0,150,23,0,49
871.3,0,184,20,1,31
97.36,0,177,0,1,42
339.84,1,20,2,0,66
896.63,2,111,20,1,76
426.28,0,170,7,0,21
109.46,0,137,0,1,38
1688.86,0,232,6,0,59
1962.57,2,75,6,0,87
1588.35,0,29,7,1,75
1709.03,2,124,18,0,72
491.53,0,50,16,0,42
1921.65,0,160,10,0,44
401.88,2,145,14,0,40
1903.35,0,77,8,1,66
1989.69,0,21,16,0,72
1426.33,0,63,10,1,71
1962.48,0,20,5,0,79
1143.38,0,128,8,0,33
526.49,1,106,17,0,47
879.62,1,115,19,0,49
1191.19,0,123,1,0,49
155.43,2,142,3,0,51
1248.46,0,35,17,0,47
1962.54,0,46,0,0,80
388.31,0,181,10,0,15
1587.26,0,213,2,0,51
1816.72,0,31,7,0,64
1887.97,2,185,4,0,83
1920.67,0,173,19,0,45
1047.7,0,53,20,0,43
1954.84,0,160,21,0,42
1517.05,1,232,21,0,48
331.73,2,166,4,0,58
959.03,0,22,10,0,48
1439.48,0,170,11,1,51
502.21,0,182,21,0,14
1284.82,0,1,8,0,60
1336.53,0,193,20,0,34
333.77,0,165,12,0,18
1134.52,0,156,21,1,46
1545.54,0,109,19,0,45
1002.8,0,123,2,0,39
34.09,2,66,12,0,54
27.99,2,230,21,0,30
720.49,0,70,10,0,40
1853.13,0,163,10,0,42
465.07,0,28,20,0,32
1272.38,0,118,19,0,37
451.93,1,164,20,1,41
650.12,0,112,6,1,62
1697.6,2,227,16,0,62
1460.43,2,214,15,0,56
199.84,0,44,13,0,33
863.12,0,15,0,0,62
68.05,0,239,10,1,28
966.97,0,30,12,0,46
1328.24,0,161,0,0,52
245.82,0,49,1,1,59
584.88,2,192,8,1,53
801.69,0,209,12,0,19
1839.87,0,121,4,0,63
1986.58,1,189,8,0,57
99.37,1,231,12,0,31
1524.41,0,170,4,1,61
749.73,2,183,14,0,52
790.99,0,14,6,0,59
1510.99,0,175,13,0,41
1837.67,0,48,15,1,76
1902.35,0,208,5,1,74
1158.47,1,171,1,1,77
720.67,1,9,15,0,66
1577.22,1,19,18,1,89
509.49,0,69,4,0,39
1132.51,0,7,3,0,73
723.57,0,172,13,0,21
1316.7,0,33,5,1,92
488.39,1,223,7,1,46
391.27,1,178,23,0,45
1837.3,0,233,2,0,60
212.59,0,3,3,1,71
1016.86,0,107,0,0,51
449.5,0,166,1,1,45
87.47,0,211,12,0,6
81.68,0,23,8,0,29
358.69,0,215,11,0,10
1734.87,0,54,9,0,64
572.13,0,25,9,0,36
1901.41,0,24,17,0,63
1167.43,1,35,11,0,67
878.86,0,70,21,0,38
1164.38,2,201,15,1,68
1038.23,0,185,22,0,42
1519.96,0,238,5,0,49
572.17,0,11,23,1,72
712.57,0,128,23,0,42
1789.25,1,115,20,0,57
1893.45,0,177,23,0,62
1786.19,2,152,9,1,81
844.7,2,207,14,1,62
1562.93,0,132,8,0,39
957.91,0,82,23,1,72
1000.1,1,195,1,0,60
417.31,0,5,17,0,42
1186.35,1,25,11,1,79
380.41,0,112,2,0,40
669.81,0,102,6,1,59
1711.51,0,119,8,0,52
422.08,0,182,7,0,17
151.6,2,166,5,1,74
147.33,0,8,0,0,52
